4, 2, 1024, 327.327000, 646, 231.370000, 73728
6, 2, 1024, 306.424000, 1930, 288.190000, 256000
4, 2, 0128, 327.327000, 627, 200.150000, 5632
4, 2, 0016, 418.130000, 497, 356.170000, 0
6, 2, 0016, 510.347000, 566, 170.610000, 0
4, 2, 2048, 318.939000, 692, 192.130000, 155648
6, 2, 2048, 306.424000, 2226, 348.240000, 612352
4, 2, 0256, 327.327000, 644, 194.130000, 12288
6, 2, 0256, 313.430000, 1385, 254.760000, 41472
4, 2, 0032, 415.947000, 497, 184.130000, 0
6, 2, 0032, 313.430000, 705, 232.350000, 2304
4, 2, 0004, 419.622000, 411, 170.130000, 0
6, 2, 0004, 549.104000, 288, 162.500000, 0
4, 2, 0512, 327.327000, 633, 198.200000, 34816
6, 2, 0512, 306.424000, 1671, 272.390000, 104448
4, 2, 0064, 398.248000, 554, 178.170000, 0
6, 2, 0064, 313.430000, 907, 240.290000, 6272
4, 2, 0008, 416.537000, 481, 160.160000, 0
6, 2, 0008, 534.902000, 404, 154.210000, 0
4, 4, 1024, 321.512000, 1714, 282.140000, 212992
5, 4, 1024, 373.560000, 946, 258.140000, 139264
6, 4, 1024, 306.424000, 3811, 452.160000, 561152
4, 4, 0128, 327.327000, 1450, 250.130000, 19456
5, 4, 0128, 394.867000, 890, 238.160000, 10240
6, 4, 0128, 313.430000, 2255, 304.170000, 37376
4, 4, 0016, 327.327000, 1135, 240.190000, 2048
5, 4, 0016, 466.821000, 831, 206.160000, 0
6, 4, 0016, 313.430000, 1083, 232.430000, 1984
4, 4, 2048, 318.939000, 1812, 262.140000, 442368
5, 4, 2048, 358.944000, 960, 298.130000, 294912
6, 4, 2048, 306.424000, 4425, 640.180000, 1331200
4, 4, 0256, 327.327000, 1559, 260.130000, 40960
5, 4, 0256, 378.236000, 878, 234.140000, 30720
6, 4, 0256, 313.430000, 2756, 330.190000, 93184
4, 4, 0032, 327.327000, 1246, 230.190000, 4352
5, 4, 0032, 396.990000, 798, 208.190000, 2048
6, 4, 0032, 313.430000, 1434, 246.130000, 5504
5, 4, 0004, 466.821000, 705, 242.120000, 0
6, 4, 0004, 510.347000, 622, 168.130000, 0
4, 4, 0512, 321.512000, 1823, 266.120000, 86016
5, 4, 0512, 378.236000, 905, 218.140000, 65536
6, 4, 0512, 306.424000, 3306, 382.140000, 231424
4, 4, 0064, 327.327000, 1363, 240.130000, 9216
5, 4, 0064, 400.497000, 842, 264.130000, 4608
6, 4, 0064, 313.430000, 1818, 256.130000, 14592
4, 4, 0008, 417.275000, 1131, 212.130000, 0
5, 4, 0008, 466.821000, 754, 194.160000, 0
6, 4, 0008, 510.347000, 880, 214.130000, 0
4, 8, 1024, 304.553000, 6247, 454.150000, 688128
5, 8, 1024, 373.560000, 1880, 312.550000, 311296
6, 8, 1024, 306.424000, 7911, 832.190000, 1228800
4, 8, 0128, 304.553000, 4636, 398.240000, 79872
5, 8, 0128, 337.103000, 1851, 318.270000, 24576
6, 8, 0128, 313.430000, 4752, 504.150000, 84992
4, 8, 0016, 304.553000, 3835, 334.150000, 9216
5, 8, 0016, 337.103000, 1600, 328.190000, 2304
6, 8, 0016, 313.430000, 2382, 316.140000, 4864
4, 8, 2048, 287.237000, 5776, 626.360000, 1540096
5, 8, 2048, 358.944000, 1938, 358.470000, 655360
6, 8, 2048, 306.424000, 9105, 980.180000, 2891776
4, 8, 0256, 304.553000, 5254, 440.150000, 163840
5, 8, 0256, 378.236000, 1764, 334.100000, 69632
6, 8, 0256, 313.430000, 5788, 502.150000, 208896
4, 8, 0032, 304.553000, 4173, 362.220000, 18944
5, 8, 0032, 337.103000, 1665, 266.100000, 5120
6, 8, 0032, 313.430000, 3059, 312.140000, 13056
5, 8, 0004, 458.578000, 1551, 266.110000, 0
6, 8, 0004, 549.104000, 1423, 250.130000, 0
4, 8, 0512, 304.553000, 5532, 434.220000, 335872
5, 8, 0512, 378.236000, 1802, 288.100000, 147456
6, 8, 0512, 306.424000, 6844, 996.180000, 512000
4, 8, 0064, 304.553000, 4387, 372.140000, 38912
5, 8, 0064, 337.103000, 1733, 268.100000, 11264
6, 8, 0064, 313.430000, 3857, 428.160000, 33792
5, 8, 0008, 458.578000, 1698, 284.110000, 0
6, 8, 0008, 313.430000, 1809, 276.140000, 1728
4, 16, 1024, 256.838000, 22648, 1552.270000, 2949120
5, 16, 1024, 374.273000, 3893, 548.110000, 688128
6, 16, 1024, 306.424000, 16669, 1300.200000, 2686976
4, 16, 0128, 256.838000, 18317, 1412.250000, 356352
5, 16, 0128, 394.867000, 3871, 456.180000, 57344
6, 16, 0128, 313.430000, 10252, 980.180000, 192512
5, 16, 0016, 390.511000, 3442, 752.180000, 5632
6, 16, 0016, 313.430000, 5385, 578.150000, 11776
4, 16, 2048, 256.838000, 25388, 1812.270000, 5963776
5, 16, 2048, 359.493000, 3989, 638.120000, 1441792
6, 16, 2048, 306.424000, 19179, 2422.270000, 6275072
4, 16, 0256, 256.838000, 20711, 1496.340000, 720896
5, 16, 0256, 378.236000, 3721, 496.180000, 155648
6, 16, 0256, 313.430000, 12384, 1474.220000, 466944
4, 16, 0032, 256.838000, 15996, 1354.360000, 87040
5, 16, 0032, 390.640000, 3536, 820.140000, 12288
6, 16, 0032, 313.430000, 6867, 666.150000, 30720
5, 16, 0004, 457.521000, 3615, 386.100000, 0
6, 16, 0004, 435.578000, 3432, 584.180000, 0
4, 16, 0512, 256.838000, 21960, 1594.520000, 1458176
5, 16, 0512, 378.236000, 3811, 494.110000, 327680
6, 16, 0512, 306.424000, 14508, 1428.740000, 1130496
4, 16, 0064, 256.838000, 19035, 1398.660000, 176128
5, 16, 0064, 400.497000, 3625, 522.280000, 26624
6, 16, 0064, 313.430000, 8464, 852.680000, 77824
5, 16, 0008, 390.511000, 3329, 380.110000, 2560
6, 16, 0008, 313.430000, 4160, 488.570000, 4352
5, 32, 1024, 374.273000, 8342, 1292.430000, 1507328
6, 32, 1024, 306.424000, 35499, 3493.730000, 5865472
5, 32, 0128, 394.867000, 8324, 1190.170000, 131072
6, 32, 0128, 313.430000, 22456, 3045.180000, 434176
5, 32, 0016, 390.640000, 7582, 2176.210000, 13312
6, 32, 0016, 313.430000, 12263, 1308.890000, 28160
5, 32, 2048, 359.493000, 8456, 1026.190000, 3145728
5, 32, 0256, 378.236000, 7996, 1122.140000, 344064
6, 32, 0256, 313.430000, 26733, 4619.790000, 1040384
5, 32, 0032, 390.640000, 7691, 1944.180000, 28672
6, 32, 0032, 313.430000, 15107, 1848.530000, 71680
5, 32, 0004, 455.421000, 7996, 904.140000, 0
6, 32, 0004, 435.578000, 8244, 1104.360000, 0
5, 32, 0512, 378.236000, 8210, 1324.150000, 720896
6, 32, 0512, 306.424000, 31022, 3306.860000, 2490368
5, 32, 0064, 400.497000, 7902, 1146.150000, 61440
6, 32, 0064, 313.430000, 18554, 2828.290000, 178176
5, 32, 0008, 390.511000, 7351, 1922.190000, 6144
6, 32, 0008, 313.430000, 9530, 900.170000, 10752
